obviously experience hyatt skewd due circumstances stay fabulous nonetheless plan two weeks indonesia bali sumba yogyakarta last week quot jogya quot hyatt not anticipate impact pandemic covid dismay park museums particular hindu temple close due virus fortunately us hotel not close although one guests week wait staff superb every way intense precautions take sanitize everything make us feel comfortable safe exercise quot social distance quot still manage enjoy lounge restaurant spa pool hotel even upgrade room place us span span hellip,0.029,0.779,0.192,0.9371
pleasure stay excellent service arrival departure would like say big thank make birthday stay huge success possible without guy popy acong team professional friendly halpful great job guest room clean quiet beautiful amenities may need bed king size comportable sleep beautiful cake arrive great hotel restaurant great buffet breakfast special thank pak rendi explain anything good jamu helath thanky much hospitality great time hope stay longer next time good luck guy simply rock,0.0,0.448,0.552,0.9964
love love love everything hotel friendly gesture staff service available feel like javanese royal hotel impressive indoor decor outdoor landscape get room decor room slightly underwhelming grand get room good not good enough grand hotel like hyatt regency didnt dampen experience make use facilities available jacuzzi sauna cold whirlpool swim pool andhong tour around gold course amaze breakfast know also offer free shuttle malioboro wouldve useful since run rupiahs last day city span span hellip,0.0,0.575,0.425,0.9923
great hotel group book want fantastic time great ambiance throughout ground koi size ofsubmarines temple double slide pool staff great attentive quick breakfast great amaze dish crust snapper especially series pool allow space kid play adults doze downsides city centre traffic take get accidents happen slide automatic light system safe slide stone man crash back neck speed not part holiday,0.084,0.543,0.373,0.9776
amaze sincere service ever experience hotel local indonesian hotels tend put special service towards foreigners not hotel top notch service right check check facilities impeccable hotel quite old well maintain free andong yogyakarta horse carriage ride around hotel facilities free shuttle service malioboro great pool nice rooftop view many facilities experience breakfast awesome always get refill need mention ms christine give us warm welcome upon check mr sugeng one chefs ask whether food nice chat like friends long time staff general span span hellip,0.014,0.612,0.374,0.9903
im stay hyatt today night room first impression hyatt real star hotel serve excellent upon check ms christine explain us facilities help us check process also suggest us take picture together escort us room woow excellent service enter room really touch honeymoon set get actually request month ago note well love muchh give us fresh red rise slice cake free explore facilities come club lounge swim pool swim pool love take picture swim pool staff name adam greet talk friendly guy like span span hellip,0.0,0.669,0.331,0.9873
celebrate anniversary hyatt regency yogyakarta thankful staff friendly especially front office team beyond expectation nothing better go home family eat good food relax thank lot,0.061,0.458,0.481,0.9476
nice place stay town long time excite opportunity family happy swim fish massage table tennis golf run jog many,0.0,0.547,0.453,0.9081
worth stay hyatt regency enjoy garden pool food soo tasty yummy staff nice helpful really memorable experience baby husband look forward stay,0.0,0.547,0.453,0.9201
go hyatt work break could not happier probably best purchase still early good service top notch everyone friendly helpful though go extra mile cliche certainly real get hyatt view sublime facilities plenty food fantastic could not find fault hotel aside maybe kind older room design pretty raggedy bath robe definitely come back,0.083,0.538,0.38,0.9644
hotel highly recommend leisure purpose nice cozy peaceful whole family golfer hotel also provide hobby bring children years enjoy,0.0,0.556,0.444,0.8999
exceptional facilities good location clean beautiful territory helpful nice staff nice place yoga meditation massage great place rest children big territory many facilities,0.0,0.421,0.579,0.9682
exceptionnal location service natural green area best yogyakarta compare opinion awesome staff attentive efficient high level food large choice javanese international meals drink great experience,0.0,0.531,0.469,0.9565
return year year venue happy return year march favourite hotel travel world im bring colleagues time march excite staff quality hotel second none,0.0,0.755,0.245,0.7783
stay many time since year son years old resort hotel never fail son want stay hotel whenever jogjakarta everything always good mostly like pool area km jog track amaze breakfast buffet room overlook greenery comfortable bed mostly love staff genuinely polite always greet name always attentive specially anna breakfast area sugeng kitchen make delicious nasi goreng kecombrang cook ala minute special breakfast,0.015,0.641,0.344,0.9793
please consider late check request justify within allowable hotel rule request late check recent stay hotel reject receptionist clear reason,0.11,0.691,0.199,0.296
stay cousin wed room not ready yet arrive come check time love welcome gesture one apprentice also help check exterior indeed nice remind bali come back lunch outside could go room saw lady reception hold cousin wed booklet didnt give key think book later room really simple room not much interior soo noisy project go leave n right room beside mine top mine room like surround project sound hear people bang drill wall span span hellip,0.057,0.75,0.193,0.9184
nice hotel friendly staff workers delicious food breakfast excellent sport facilities locate strategic area little traffic enjoy stay look forward stay recommend hotel,0.0,0.475,0.525,0.9573
never better hotel yogya hyatt regency welcome friendly smile staff check process quite able accommodate request connect room since stay kid beautiful green lovely garden landscape around hotel make us oblivious middle busy area town breakfast amaze various menu options western menu locals,0.041,0.617,0.341,0.9552
everything awesome never service hotels pleasure live one room different experience thank u much welcome family warm smile,0.107,0.393,0.5,0.8751
certainly family hotel outdoor space really big green buffet breakfast lot choice add dim sum menu please room certainly need update staff friendly helpful recommend hotels,0.0,0.562,0.438,0.9274
people beautiful resort make experience better imagine friendly helpful kind extremely beautiful property huge pool pretty golf course local village bar b q customary dance available attend saturday nights,0.0,0.424,0.576,0.9773
nice hotel great view room clean comfortable love garden pool ride andong free perfect staycation kid need go outside hotel save energy kid still get entertain breakfast ok lot option tv chanel,0.0,0.383,0.617,0.986
wanna search quiet place place still around town yogyakarta try place good facilities ambience best place staff helpful,0.0,0.602,0.398,0.872
room little bite old vibes compare star hotel jogja room beautiful view mountain surround hotel good staff helpfull nice entrace lobby nature view ponds also nice,0.0,0.609,0.391,0.91
lovable place meet also spend time family room bath room conference room comfortable food excellent specially red velvet cake wonder whether buy home pool environtment view great,0.0,0.604,0.396,0.9442
beautiful landscape shine water element make feel relax kind staff service wifi connection fast connect devices time need use hot spot great room equipment bite old clean would better renew shower equipment,0.0,0.566,0.434,0.9633
hotel great atmosphere adjacent hole golf range nice landscape good service great food hour round clock room service available disposal great hospitality check check fast precise cleanliness good amenities adequate one thing though compare star hotels feel room could bigger eventhough adequate,0.0,0.579,0.421,0.9741
great hotel great price comfortable stay hope go back day room not new clean comfortable staff friendly helpful pool perfect quite large divide several areas er connect lot greenery even busy still not feel busy choose quiet corner relax also order food pool hotel restaurant also nice breakfast nice terrace huge outside lot tree stay days work trip really able relax feel like home,0.024,0.517,0.46,0.9908
pleasant stay always although hotel quite old service excellent anniversary decorate room personalize travel family need connect room provide even though stay peak season food nice one key difference excellent staff,0.0,0.658,0.342,0.9328
feel like stay home lot love family take care us smile lot activities family service best family enjoy contender holiday best hotel call home,0.0,0.347,0.653,0.9803
kid happy pool friendly staff nice staycation clean room homey breakfast complete lovely place take picture fast respon family friendly clean bathroom great experience stay,0.0,0.394,0.606,0.9781
spacious amp clean bedroom bathroom clean bathtub seem little bite old colour not white yellowish amp little quot crack quot love pool area spacious greeny kid friendly love jog track airy surround find little bite difficult park car maybe stay holiday season nye,0.038,0.622,0.34,0.9551
overall hotel condition good amaze especially garden resto swim pool garden beautiful relax except bike path seem short compare vast area hotel,0.0,0.577,0.423,0.9217
beautiful territory welcome staff room shabby outdated still nicely decorate clean breakfast good choice gluten free allergy order advance bar area small overall not bad price,0.0,0.469,0.531,0.9664
big place big pool nice weather good food take time refill food nicer room fully cover carpet ask golf area view fitness center need clean bathroom hole seem block,0.074,0.585,0.341,0.8591
room breakfast good also humble staff please keep continue good action good attitude hyatt legend name hotel world hopefully improvement things,0.0,0.473,0.527,0.9403
hotel everything need great facilities family big pool ponds fish big garden golf kid play room etc etc many mention breakfast like feast room clean comfortable staff professional helpful friendly kid best time wait go back next year,0.0,0.543,0.457,0.9756
great hotel not smokers still around not outdoors indoors well totally unhealthy kid around food great miss traditional drink beras kencur turmeric tamarind etc,0.207,0.554,0.239,0.4754
nice hotel staff helpful perfect want non smoke floor not available time ok room clean smell like not smoke room perfect stay,0.053,0.396,0.551,0.9486
comfort place friendly staff javanese design complete n delicious breakfast little bite far central yogjakarta golf court big swim pool look food need walk minutes overall satisfy,0.0,0.64,0.36,0.9081
great hotel beautiful scenery swim poll big family enjoy facilities use take andong around hotel like thank hyatt,0.0,0.445,0.555,0.9451
hotel old well maintain wonderful greeneries nice swim pool lot family activities include golf course resort cannot go wrong visit family value money want stay longer relax near pool refurbish room even perfect room become quite old not luxurious compare facilities,0.0,0.606,0.394,0.961
nice resort pool awesome kid activities great nice golf merapi view love free andong ride staff excellent food variety great room hotel old style need renovate back soon thank hyatt yogya keep good work,0.0,0.41,0.59,0.9877
excellence staff polite great service pleasant stay many activity kid fish rid bike golf also rid horse great swim pool buffet breakfast good,0.0,0.493,0.507,0.9612
room old style bath room not clean outdoor activity good family pool great food expectation staff friendly kid recommend stay hotel,0.073,0.517,0.41,0.8871
hotel huge stunningly beautifully situate minutes city let scare away food hotel surround area good sure spend least day hotel enjoy facilities,0.095,0.476,0.429,0.8807
title one night not enough stay beautiful place clean food delish important one customer service humble helpful always give smile not regret stay amaze hotel,0.166,0.498,0.336,0.6293
experience stay hyatt regency yogyakarta well expectations moment arrive hotel surprise attention give us staff arrive escort immediately regency club lounge check staff lounge accommodate one stand among rest ms melryna help us literally everything stay sightsee service breakfast transfer also appreciate remember name personally greet us every time arrive lounge hotel timeless charm javanese ambiance destination enjoy variety breakfast options also ala carte din overall hyatt regency yogyakarta span span hellip,0.0,0.785,0.215,0.9413
come yogyakarta daughter come school trip really love hyatt great hotel kid waterslide rope swing golf fish boys time live play non stop day even teenagers fun time hotel could use refresh price value amaze well worth staff friendly always helpful massage wonderful breakfast buffet huge wide variety foods,0.029,0.482,0.488,0.9864
view wonderful service excellent kind servant excellent facilities suitable family couple vacation location not far central yogyakarta also provide shuttle malioboro,0.0,0.54,0.46,0.9382
hotel clean comfort hospitality ambience landscape wonderfull jog track golf pool cool nice good landscape food delicious breakfast cocktail overall stay wonderfull,0.0,0.486,0.514,0.9423
customer since single spacious area include tropical jungle swim pool golf course garden many friendly staff great selection food room need upgrade little bite though maintain rustic traditional feel definitely come back,0.0,0.744,0.256,0.875
never stay hyatt regency first experience surprise warm good service good food items taste way present food also interest excellence,0.0,0.453,0.547,0.9423
first time properly visit yogjakarta absolutely love stay hyatt staff welcome moment arrive greet flower necklace serve refresher wait check check room welcome assortment fruit tasty room great view golf course hotel next door sasanti restaurant offer indonesian amp western food fun fact obama visit restaurant highly recommend hyatt yogjakarta anyone visit,0.0,0.662,0.338,0.9719
hotel good staff matter process r reputation staff make difference hyatt regency staff superb visit yoja last month first time years decision stay hyatt vindicate good comfortable clean room good food excellent service love golf course garden outdoor restaurant excellent nothing problem chef serve staff look forward return another time,0.0,0.513,0.487,0.9862
hyatt yogyakarta felt really cozy stay hotel whole day didnt feel bore mean usually go whole day vacation hyatt hotel felt really cozy love ambience calm peaceful would definitely recommend others stay,0.0,0.606,0.394,0.9425
stay hyatt regency yogyakarta many time experience keep get better staff consistently friendly professional facilities clean well maintain food beverage tasty well present much around yogyakarta hard leave comfort hyatt great pool spa,0.056,0.519,0.424,0.9517
hotel hotel huge open green garden golf play grind jog feel fresh air not far airport thru ring road approx minutes may less office easy merapi mountain resor kali urang swim pool around restaurants local food western style plan grade room like pizza right place taste italian pizza thin one,0.0,0.788,0.212,0.8785
beautiful hotel excellent staff smile greet name everyday top atmosphere room great clean spacious service perfect outside beautiful garden relax pool sauna spa gym aswel breakfast restaurant even breakfast box top mkasih banyak untuk staff enjoy every minute stay,0.0,0.425,0.575,0.9877
large amp clean room classic ornament balcony nice panorama clean bathroom bathup nice food amp beverages helpfull staff good service large hotel area swim pool outbond area ect,0.0,0.623,0.377,0.9169
typically resort old cleanliness way go lobby many dirt surprise come room nothing special inside different star hotel check yogyakarta bali breakfast good not yet excellent,0.227,0.592,0.181,-0.3728
stay nights book room us extend families breakfast food cold notify manager fix one day cold check feel need get reimburse meals eat every day several time ask fresh coconut run pool water murky see anyone clean big cockroach room last day strong paint smell really annoy wife felt nauseous,0.055,0.773,0.172,0.701
serene ubud like entry pathways elevate koi ponds javanese stonework pool area room tower hyatt star hotel price would get motel room america greet flower necklaces hot towel refresh drink wait room ready afternoon enjoy pool rope swing curve water slide lush tropical landscape even dinner outside restaurant watch beautiful sunset behind property room comfortable well real treat everything outside room although property slightly outside center offer free shuttle service malioboro shop street multiple time per span span hellip,0.0,0.706,0.294,0.9794
highly recommend people love nature love beautiful landscape veggies garden pond fish swim pool lot outdoor activities think guest room need improve build still first time already years old room facilities already date need improve guest room still love stay room ok breakfast tasty great ambience tree pool side lovely staff excellent service,0.0,0.514,0.486,0.991
room feel rather small compare hotels class room condition facilities basic nothing special stay friend hold wed hotel need iron not provide room ask three time twice phone person reception borrow iron not sure whether revisit hotel,0.168,0.832,0.0,-0.7048
well maintain hotel great facilities excellent lot varieties food menu property suit business family holiday staff attentive always happy help guests inquiries,0.0,0.457,0.543,0.9584
best hotel ever stay one week everything good love hotel staff nice thank hospitality breakfast buffet much different disches much choose room clean bed good even toll nice swimpool children slide fitnessroom airco love everything feel like come home,0.0,0.478,0.522,0.9844
excelent stay food nice like ambience place lot facilities explore stay stay regency club room service hospitality pleasant,0.0,0.636,0.364,0.8225
upon arrival greet well kind heart good view outside lobby concept javanese spacious room great amenities old hotel still exist location great also nice foods like bathroom clean huge hotel hectares golf court people not easy find room many corridors lift slowly quite long wait keep,0.036,0.51,0.454,0.9774
three days visit yogyakarta temples relax environment excellent support restaurant quality enhance overall experience e also use hotel drivers excursions perfect,0.0,0.552,0.448,0.9186
absolutely amaze ground pool kid live slide beg return every wake moment many special touch make resort luxury experience feed koi fish beautiful entrance horse ride around ground bamboo pole fish pond garden amaze pool incredible garden free min shoulder massage yummy drink arrival scent flower necklace gift arrival club lounge great value appetizers drink excellent service everywhere amaze,0.0,0.56,0.44,0.9897
moment wife touch city felt land fantasy island greet hotel airport transfer upon arrival hotel flower necklace whole new experience staff seem happy attend guest mel club lounge tyas therapies spa really make want come back definitely back wonderful establishment,0.0,0.715,0.285,0.9182
hyatt regency yogya highly recommend people like travel couple family hotel spacious pool nice clean food delicious staff helpful excellent experience people leave happy smile definetely come back stay hyatt regency next vacation insya allah thank,0.021,0.445,0.533,0.9813
great large resort style property city great come back relax chaos city friendly staff good food reasonable price type quality likely pay double bali popular vacation destinations,0.116,0.431,0.454,0.9423
great hotel magnificent garden great infrastructure architecture feel years run need bite renovations room food great staff also overall love stay,0.0,0.44,0.56,0.9698
ground room beautiful bathroom need little upgrade location perfect city borobodur breakfast asian western local section indoor outdoor din set really enjoyable golf course within ground really enjoy stay make even enjoyable wonderful staff surely return,0.0,0.549,0.451,0.9745
love every detail hotel room interior exterior also garden dont forget check small waterpark best u wake early u walk around hotel feel clean air plus golf course play also u fancy spa outdoor spa food alsooo good bazzaar street food week end luxury ethnic city,0.0,0.672,0.328,0.9522
husband need getaway work stress perfect place spend one day tour incredible temples time relax hotel beautiful ground extremely warm welcome staff enjoy poolside even buffet dinners bbq one night indonesian food next accompany entertainment set could not relax idyllic,0.048,0.528,0.424,0.9685
happy book hyatt pleasant surprise hectares land around hotel even get lose massage fish bike play golf live music dinner name not want leave property anymore,0.11,0.534,0.356,0.8283
second time stay grade junior suite brilliant view pool merapi great hotel visit kid love play slide pool also horse cart ride fish lovely highly recommend pay bite club room even snack drink,0.034,0.533,0.432,0.9657
invite regulators seminar market conduct hyatt ballroom interest beautiful place relax atmosphere foods great well people friendly helpful,0.0,0.298,0.702,0.9705
great value exceptional service gracefully age property not disappoint ground huge make welcome refuge busy streets yogyakarta spend five nights love every minute,0.053,0.429,0.519,0.9545
hyatt regency exceed expectations basics do beyond expectation heap activities facilities around hotel beautiful place stay staff cannot fault,0.0,0.734,0.266,0.7317
days hyatt yogyakarta family wish could longer plenty things friendly staff build amaze style world famous borobodur love fish son,0.0,0.541,0.459,0.9274
return nine days trip yogyakarta mum extremely please hotel staff accommodation service great location lush green ambiance pretty much walk main attractions place perfect hotel really make effort treat us well small detail warm welcome jasmine send rise morning really sweet gesture excellent experience would come back heartbeat thank hyatt regency everything,0.0,0.526,0.474,0.9873
book without think twice service make difference folks world go extra mile make feel homely friendly food amaze buffet ala carte price pay unbelievable property surround green serene one fall love immediately worth every penny,0.03,0.596,0.374,0.9451
stay three days friendly staff amaze get respect like royal family entrance receptionists two thumb breakfast unbelievable many delicious indonesian food jamu herbal medicine spoil us sad swim pool bite cold though still august whirlpool warm not hot saw black fleck around tile children excite feed gold fish lady entrance give us fish food one happy bring parent around hotel man andong horse carriage give us ride free later husband children ps bring car may take trip malioboro free hotel provide span span hellip,0.029,0.665,0.306,0.9818
staff kind pleasant bring happiness kid tasty breakfast large room nice view balcony great well overall lovely hotel give real experience yogyakarta special,0.0,0.368,0.632,0.9771
hotel really nice place pleasure business travel frequently stay family location not far central city enjoy golf swimmin jog track good service,0.0,0.578,0.422,0.921
clean room bathroom nice great view natural probably food may look expensive need adjust reach middle pocket rate room acceptable facility still range budget,0.0,0.537,0.463,0.926
minutes away airport away city centre ideal getaway place short trip couple golfers family large greenery compound big pool hole golf course plenty relax needle say room spacious comfortable staff pleasant friendly wide breakfast spread skip lunch consider book club room come even cocktails good mini buffet spread hotel free shuttle malibro street cook class ladies guy go round golf spa price reasonable enjoy stay,0.0,0.691,0.309,0.9764
hotel spectacular garden surround pool area extra special watch carp pool relax staff respectful communicate well cuisine extra good,0.0,0.507,0.493,0.9118
spend nights room sure best hotel stay yogya hotel great quiet bed confortable heaven housekeep incredibly nice professional bellman front lovely special mention rizky concierge staff pool bar adorable take care us time spa relax message great well pedicure ladies lovely especially ami forget staff restaurant debi host breakfast remarkable kind smile welcome pleasure see every morning breakfast amaze lot choice tasty best french bakery try indonesia dinner twice span span hellip,0.018,0.425,0.556,0.9964
outstanding hotel excellent service friendly professional staff great food clean recommend hotel anyone vacation yogyakarta hole golf course swim pool outdoor din close attraction temples palace,0.0,0.45,0.55,0.9726
stay hilton properties yogyakarta glad pick hyatt service amaze start finish arrive welcome moment exit taxi wait line check escort club lounge welcome cool towel beverages acknowledge ask quiet room make reservation show us high floor room tuck away corner overlook beautiful ground room clean comfortable little date enjoy time beautiful pool go lounge drink snack one nicer lounge many hilton diamond member din span span hellip,0.0,0.599,0.401,0.988
friend get away children relax night getaway see temples great time hotel lovely great pool lovely breakfast staff fantastic friendly care us,0.0,0.29,0.71,0.986
love golf facilities hyatt breakfast time wide varieties food available also value highly garden always keep clean maintain wonderfully take picture candi yogya relate things,0.0,0.614,0.386,0.9217
two weeks must say staff absolutely incredible breakfast buffet perfect cannot say enough food room fine anything wrong fix right cannot say enough thank staff hyatt look relate stay yogyakarta forget women beautiful want sit drink bet eye wander fall asleep best,0.127,0.607,0.266,0.8312
nice peace hotel comfortable stay relax hard tire work make heart body become fresh also friendly helpfull staff vehicle go central market malioboro street,0.038,0.467,0.495,0.9485
clean comfy room love breakfast especially craft section highly recommend family kid love pool garden many spot instagram photo close many yummy food around hotel,0.0,0.536,0.464,0.9538
hotel gem yogyakarta sprawl resort set amidst lush greenery hole golf course skirt around hotel despite noisy traffic city surround hotel usually quiet hotel offer everything need relax even workweek large swim pool gym table tennis tennis court run track massage parlour many facilities thing miss beach staff friendly always welcome warmest remember need wish always provide service swiftly highest quality many hotels learn room spacious picturesque view greenery large bathrooms bathtubs lack shower cubicles many span span hellip,0.042,0.736,0.222,0.9425
yoga efendi traveler yogyakarta saw eye improvement hotel belgium friends mr johan family stay nights love receptionists team smile nice wonderful excellent impression check process amaze room clean buffet delicious view spectacular foods different everyday hyatt great job since last visit recommend hotel,0.0,0.42,0.58,0.9908
staff helpful friendly hotel decorations gorgeous well keep clean angsa travel agent good plan pickup airport tour include meal thank,0.0,0.392,0.608,0.9595
spend nights resort two young kid great experience nice greet fresh jasmine necklaces go right club lounge relax check love traditional entrance visit big koi pond everyone friendly helpful room large balconies look towards mt merapi volcano least separate fresh flower arrangements treat fresh freesia bathroom smell sooooo good always fresh fruit complementary cookies local dessert speak food breakfast buffet great selection classics local dish like able try local dish nicely span span hellip,0.0,0.543,0.457,0.9923
sprawl resort set amidst lush greenery mini golf course skirt around hotel charm historic city java perfect retreat family many ways staff train well please room spacious picturesque view greenery food excellent thing really need attention bathrooms shower cubicles become risky balance act elderly folks stand long bath,0.03,0.659,0.311,0.9442
